id,question,category
train_0596,Trong video có mấy nhóm biển báo?,biển báo
train_0597,"Theo biển cấm đầu tiên trong video, xe con có được rẽ phải ở giao lộ tiếp theo không?",biển báo
train_0598,"Theo nội dung biển chỉ dẫn trong video, nếu xe con di chuyển ở làn giữa thì tại giao lộ tiếp theo xe con có thể di chuyển theo hướng nào?","biển báo, làn đường"
train_0599,"Trong video, xe sơ mi rơ-moóc có thể lưu thông trên tuyến đường này không?","biển báo, làn đường"
train_0600,Có tất cả bao nhiêu biển cấm khác nhau xuất hiện trong video?,biển báo
train_0601,"Trong video, biển tròn bên phải là gì?",biển báo
train_0602,"Trong video, có biển báo phụ không?",biển báo
train_0603,"Trong video, biển tròn bên phải có ý nghĩa gì?",biển báo
train_0604,"Trong video, có các loại biển báo cấm nào?",biển báo
train_0605,"Trong video, bảng chỉ dẫn 3 hướng giao thông chính, đúng hay sai?",biển báo
train_0606,"Trong video, phương tiện nào bị cấm lưu thông?",biển báo
train_0607,"Trong video, bảng led chỉ dẫn 5 địa điểm đến và 1 đường cấm đi ngược chiều, đúng hay sai?","biển báo, làn đường"
train_0608,"Trong video, hướng đi Công trường Mê Linh là hướng nào?",biển báo
train_0609,"Trong video, có những địa điểm nào được hiển thị trên bảng LED chỉ dẫn?",biển báo
train_0610,Trong video có bao nhiêu biển báo cấm khác nhau?,biển báo
train_0611,"Trong video, 3 biển báo được treo trên cùng 1 cột thuộc các nhóm biển báo nào?",biển báo
train_0612,"Trong video, xe container không được chạy vào tuyến đường này đúng không?",làn đường
train_0613,"Trong video, làn đường xe đang chạy có thể rẽ trái không?","biển báo, làn đường"
train_0614,"Trong video, tại ngã ba có bao nhiêu nhóm biển báo?",biển báo
train_0615,Nội dung của 2 biển báo cấm và nguy hiểm trong video là gì?,biển báo
train_0616,Xe con có được rẽ vào đường Đinh Tiên Hoàng không?,"biển báo, làn đường"
train_0617,Trong video có xuất hiện biển báo hiệu lệnh không?,biển báo
train_0618,Trong video có bao nhiêu nhóm biển báo?,biển báo
train_0619,Ý nghĩa của biển chỉ dẫn thứ ba và vạch gãy khúc màu vàng là gì?,"biển báo, làn đường"
train_0620,Các phương tiện trong video có được rẽ trái không?,biển báo
train_0621,Nội dung các biển báo cấm trong video là gì?,biển báo
train_0622,Trong video có xuất hiện biển báo hiệu lệnh không?,biển báo
train_0623,Trong video có bao nhiêu nhóm biển báo khác nhau?,biển báo
train_0624,Trong video có xuất hiện biển cấm dừng đỗ xe không?,biển báo
train_0625,"Trong video, biển báo dành cho đoạn đường xe đang chạy đúng không?","biển báo, làn đường"
train_0626,Biển báo xuất hiện trong video thuộc nhóm biển báo gì?,biển báo
train_0627,Có bao nhiêu nhóm biển báo khác nhau trong video?,biển báo
train_0628,Nội dung biển báo cấm và biển phụ xuất hiện ở đầu video là gì?,biển báo
train_0629,"Có xuất hiện 1 loại biển báo trong video, đúng hay sai?",biển báo
train_0630,Trong video có xuất hiện biển chỉ dẫn bến xe buýt không?,biển báo
train_0631,Trong video có bao nhiêu biển báo thuộc nhóm biển báo chỉ dẫn?,biển báo
train_0632,Các nhóm biển báo xuất hiện trong video là gì?,biển báo
train_0633,"Trong video, bảng chỉ dẫn các hướng chính nào?",biển báo
train_0634,"Trong video, có biển báo hiệu lệnh không?",biển báo
train_0635,"Trong video, phương tiện nào quy định cấm rẽ phải?",biển báo
train_0636,"Trong video, biển cấm rẽ phải áp dụng cho mọi loại phương tiện đúng không?",biển báo
train_0637,"Trong video, biển báo tròn bên phải có ý nghĩa gì?",biển báo
train_0638,"Trong video, có chỉ dẫn 1 hướng cấm đi ngược chiều là hướng nào?",biển báo
train_0639,"Trong video, có các loại biển báo nào?",biển báo
train_0640,"Trong video, có biển cấm dừng đỗ xe không?",biển báo
train_0641,"Trong video, có các loại biển báo nào?",biển báo
train_0642,"Trong video, phương tiện nào bị cấm lưu thông?",biển báo
train_0643,"Trong video, cấm ô tô rẽ trái trong 160m tiếp theo tính từ nơi cắm biển báo, đúng hay sai?",biển báo
train_0644,"Trong video, 2 biển báo trên dài phân cách có ý nghĩa gì?",biển báo
train_0645,"Trong video, loại biển báo nào không xuất hiện?",biển báo
train_0646,"Trong video, biển hiệu lệnh cho riêng phương tiện ô tô theo hướng phải đi vòng sang phải, đúng hay sai?",biển báo
train_0647,"Trong video, những biển báo cấm nào sau đây xuất hiện trong video?",biển báo
train_0648,"Trong video, biển báo nào sau đây không xuất hiện?",biển báo
train_0649,"Trong video, trên tuyến đường phương tiện đang di chuyển có thiết bị camera giám sát giao thông hay không?","biển báo, làn đường"
train_0650,"Trong video, xe con có được rẽ trái không?",biển báo
train_0651,"Trong video, biển chỉ dẫn đang hướng người lái đi đâu?",biển báo
train_0652,"Trong video, những biển báo nào sau đây xuất hiện? Chọn đáp án đúng và đầy đủ nhất.",biển báo
train_0653,"Trong video, tại đoạn ngã tư có 2 nhóm biển báo khác nhau đúng không?",biển báo
train_0654,"Trong video, những biển báo nào sau đây xuất hiện? Chọn đáp án đúng và đầy đủ nhất.",biển báo
train_0655,"Trong video, biển cấm đầu tiên xuất hiện bên tay phải màn hình là gì?",biển báo
train_0656,Ý nghĩa các biển báo trong video là gì?,biển báo
train_0657,"Trong video, biển tam giác xuất hiện đang cảnh báo điều gì?",biển báo
train_0658,"Trong video, xe con có được dừng tại khu vực có vạch vàng gấp khúc không?",làn đường
train_0659,"Trong video, xe máy được di chuyển ra làn ngoài cùng để vượt xe con đang nhập làn đúng không?","biển báo, làn đường"
train_0660,"Trong video, cây cầu xuất hiện có tên là gì?",biển báo
train_0661,"Trong video, xe ô tô chỉ có thể đi thẳng từ 6h đến 22h đúng không?",biển báo
train_0662,"Trong video, những biển báo cấm nào sau đây đã xuất hiện? Chọn đáp án đúng và đầy đủ nhất.",biển báo
train_0663,"Trong video, biển cấm ô tô rẽ trái và rẽ phải có hiệu lực trong khung giờ nào?",biển báo
train_0664,"Trong video, những biển báo nào xuất hiện? Chọn đáp án đúng nhất.",biển báo
train_0665,"Trong video, xe con có thể rẽ trái không?",biển báo
train_0666,"Trong video, biển báo nào xuất hiện bên phải màn hình?",biển báo
train_0667,"Trong video, biển báo nào xuất hiện đầu tiên bên tay phải?",biển báo
train_0668,"Trong video, xe con có được đỗ xe tại đoạn đường này không?",làn đường
train_0669,Biển báo tam giác trong video có ý nghĩa gì?,biển báo
train_0670,"Trong video, xe con có được dừng xe tại khu vực vạch kẻ vàng gấp khúc không?",làn đường
train_0671,"Trong video, những biển báo nào xuất hiện? Chọn đáp án đúng nhất.",biển báo
train_0672,Trong video có xuất hiện đèn xanh không?,đèn giao thông
train_0673,Hai biển báo trong video thuộc nhóm biển báo nào?,biển báo
train_0674,"Biển báo bên phải đường trong video là biển báo cấm người đi bộ, đúng hay sai?","biển báo, làn đường"
train_0675,Trong video biển báo bên phải đường là cấm loại phương tiện nào?,"biển báo, làn đường"
train_0676,"biển báo bên phải đường trong video là biển báo cấm đỗ xe ngày lẻ, đúng hay sai?","biển báo, làn đường"
train_0677,Biển báo bên phải đường trong video là biển báo gì?,"biển báo, làn đường"
train_0678,"Biển báo bên phải đường trong video là biển báo cấm xe tải, đúng hay sai?","biển báo, làn đường"
train_0679,Biển báo bên phải đường trong video là biển báo gì?,"biển báo, làn đường"
train_0680,Trong video có bao nhiêu nhóm biển báo khác nhau?,biển báo
train_0681,Trong video có xuất hiện biển báo hiệu lệnh không?,biển báo
train_0682,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0683,Biển báo bên phải đường trong video là biển báo gì?,"biển báo, làn đường"
train_0684,"Biển báo bên phải đường trong video là biển cảnh báo đường phía trước có trẻ em qua lại, đúng hay sai?","biển báo, làn đường"
train_0685,Biển báo nền xanh trong video thuộc nhóm biển báo nào?,biển báo
train_0686,"Trong video, sau khi vượt qua xe tải, xe đang chạy có thể chuyển làn sang bên phải không?","biển báo, làn đường"
train_0687,"Trong video, loại biển báo nào không xuất hiện?",biển báo
train_0688,"Trong video, biển báo cấm loại phương tiện lưu thông trong khung giờ quy định, đúng hay sai?",biển báo
train_0689,"Trong video, có các loại biển báo nào? (chọn đáp án đầy đủ nhất)",biển báo
train_0690,"Trong video, có các loại biển báo nào?",biển báo
train_0691,"Trong video, biển báo màu xanh bên phải có ý nghĩa gì?",biển báo
train_0692,"Trong video, có thiết bị camera giám sát giao thông không?",Khác
train_0693,"Trong video, hai biển báo bên phải là gì?",biển báo
train_0694,"Trong video, biển tam giác bên phải là gì?",biển báo
train_0695,"Trong video, có biển báo phụ không?",biển báo
train_0696,"Trong video, loại phương tiện quy định cấm rẽ trái?",biển báo
train_0697,"Trong video, tuyến đường có quy định loại phương tiện cấm rẽ trái trong khung giờ quy định, đúng hay sai?","biển báo, làn đường"
train_0698,"Trong video, có các loại biển báo nào?",biển báo
train_0699,"Trong video, 2 biên báo tròn và 1 biển báo quy định phương tiện có ý nghĩa gì?",biển báo
train_0700,"Trong video, điểm đến ga Tân Cảng còn cách điểm chỉ dẫn 1,6km, đúng hay sai?",biển báo
train_0701,"Ở cuối video, biển chỉ dẫn các hướng đi chính nào?",biển báo
train_0702,"Trong video, biển báo tròn bên trái là gì?",biển báo
train_0703,"Trong video, biển báo bên trái quy định hết hạn chế tốc độ tối đa là 60km/h, đúng hay sai?",biển báo
train_0704,"Trong video, 2 biên báo tròn và 1 biển báo chữ nhật bên phải có ý nghĩa gì?",biển báo
train_0705,"Trong video, loại phương tiện nào quy định cấm dừng đỗ ở làn bên phải?","biển báo, làn đường"
train_0706,"Trong video, 2 biển báo tròn và 1 biển báo phụ ở làn bên phải xuất hiện ở đầu video có ý nghĩa gì?","biển báo, làn đường"
train_0707,"Trong video, có biển báo tuyến đường có giám sát, xử phạt bằng camera không?","biển báo, làn đường"
train_0708,"Trong video, bảng chỉ dẫn bên trái quy định tốc độ ô tô khác với tốc độ xe mô tô, đúng hay sai?",biển báo
train_0709,"Trong video, bảng chỉ dẫn bên trái phân chia làn đường cho các loại phương tiện nào?","biển báo, làn đường"
train_0710,"Trong video, có biển báo tuyến đường có giám sát, xử phạt bằng camera không?","biển báo, làn đường"
train_0711,"Trong video, 2 biển báo tròn và 1 biển báo phụ có ý nghĩa gì?",biển báo
train_0712,"Trong video, loại phương tiện nào quy định cấm dừng đỗ?",biển báo
train_0713,"Trong video, biển báo tam giác bên phải là biển cảnh báo đường hẹp. Đúng hay sai?","biển báo, làn đường"
train_0714,"Trong video, biển báo tam giác bên phải là gì?",biển báo
train_0715,"Trong video, khung thời gian xe 2 và 3 bánh có thể lưu thông?",biển báo
train_0716,"Trong video, có xuất hiện biển báo phụ không?",biển báo
train_0717,"Trong video, phương tiện nào không quy định trong bảng phân làn?","biển báo, làn đường"
train_0718,"Trong video, những biển báo nền đỏ thuộc nhóm biển báo nào?",biển báo
train_0719,Xe hơi có thể chạy được tối đa 5 làn trên đoạn đường thẳng đúng không?,"biển báo, làn đường"
train_0720,Biển báo cấm nào xuất hiện trong video?,biển báo
train_0721,Trong video có những báo có thể nhận diện thuôccj các nhóm biển báo nào?,biển báo
train_0722,"Trong video, làn đường ngoài cùng bên trái cho phép phương tiện nào?",làn đường
train_0723,"Trong video, sau khi đi qua biển phân làn, phương tiện có thể rẽ phải không?","biển báo, làn đường"
train_0724,"Trong video, tài xế xe tải có thực hiện đúng quy trình chuyển làn không ?",làn đường
train_0725,"Trong video, biển báo nào sau đây đã xuất hiện?",biển báo
train_0726,"Trong video, nội dung các biển báo cấm là gì?",biển báo
train_0727,"Trong video, đoạn đường đang cấm loại phương tiện nào?","biển báo, làn đường"
train_0728,Trong video có 3 nhóm biển báo khác nhau đúng không?,biển báo
train_0729,"Trong video, xe con có được dừng trong khu vực có vạch kẻ ngang màu vàng không?",làn đường
train_0730,"Trong video, nội dung biển báo nguy hiểm xuất hiện đầu tiên bên tay phải màn hình là gì?",biển báo
train_0731,"Trong video, xe con có thể di chuyển ở tất cả làn đường đúng không?","biển báo, làn đường"
train_0732,"Trong video, những biển báo cấm và nguy hiểm nào xuất hiện? Chọn đáp án đúng và đầy đủ nhất.",biển báo
train_0733,"Trong video, biển cảnh báo giới hạn chiều cao báo hiệu mức giới hạn bao nhiêu mét?",biển báo
train_0734,"Trong video, những biển báo nào xuất hiện? Chọn đáp án đúng và đầy đủ nhất.",biển báo
train_0735,"Trong video, xe khách có giới hạn tốc độ tối đa là bao nhiêu km/h?",biển báo
train_0736,"Trong video, nếu xe con chuyển sang các làn bên trái thì tốc độ tối đa me xe được chạy là 80 km/h đúng không?","biển báo, làn đường"
train_0737,"Trong video này, làn đường sát lề bên phải quy định cho đối tượng nào được di chuyển?","biển báo, làn đường"
train_0738,"Trong video này, việc lái xe ô tô đi vào làn đường sát lề bên phải có được phép hay không theo quy định của biển báo?","biển báo, làn đường"
train_0739,"Trong video này, theo biển báo chỉ dẫn treo trên cao, các phương tiện trong làn đường hiện tại phải tuân thủ hướng đi nào?","biển báo, làn đường"
train_0740,"Trong video, phương tiện được đi những hướng chính nào sau nút giao?",biển báo
train_0741,"Trong video, phương tiện có được rẽ phải tại nút giao không?",biển báo
train_0742,"Trong video này, người lái xe có được phép thực hiện thao tác rẽ trái dựa trên tín hiệu đèn không?","biển báo, đèn giao thông"
train_0743,Trong video có xuất hiện biển cấm không?,biển báo
train_0744,"Trong video, xe container có thể chạy được tối đa bao nhiêu làn?","biển báo, làn đường"
train_0745,Tốc độ tối đa của xe con và xe tải là bao nhiêu?,biển báo
train_0746,"Trong video, muốn đi đến ngã tư Thủ Đức thì đi thẳng đúng không?",Khác
train_0747,"Trong video, xe con có thể di chuyển vào làn xe tải đang chạy không?","biển báo, làn đường"
train_0748,"Trong video, các biển báo nền xanh thuộc nhóm biển báo nào?",biển báo
train_0749,"Trong video, có bao nhiêu biển báo cấm có công dụng khác nhau khác nhau?",biển báo
train_0750,Nội dung 2 biển báo cấm trên tuyến đường xe đang chạy trong video là gì?,"biển báo, làn đường"
train_0751,"Trong video, các phương tiện đi qua trạm thu phí Xa lộ Hà Nội trước khi đến bến xe Miền Đông mới đúng không?",Khác
train_0752,"Trong video, có bao nhiêu phương tiện phải di chuyển với tốc độ tối đa 60 km/h?",biển báo
train_0753,"Trong video, xe con có thể chuyển làn vào làn trong cùng bên phải nếu làn đang chạy bị tắc nghẽn không?","biển báo, làn đường"
train_0754,Nội dung của biển báo nguy hiểm bên phải đường trong video là gì?,"biển báo, làn đường"
train_0755,"Biển báo bên phải đường trong video là biển cảnh báo đường giao nhau với đường ưu tiên, đúng hay sai?","biển báo, làn đường"
train_0756,Các biển báo trong video thuộc các nhóm biển báo nào? (chọn đáp án đúng và đầy đủ nhất),biển báo
train_0757,Nếu xe ô tô con đi ở làn trong cùng bên trái thì tốc độ tối đa là bao nhiêu,"biển báo, làn đường"
train_0758,"Trong video, xe máy có thể chạy chung làn với xe ô tô trắng không?","biển báo, làn đường"
train_0759,Nội dung biển báo nguy hiểm trong video là gì?,biển báo
train_0760,"Biển báo bên phải đường là biển cảnh báo có đường người đi bộ cắt ngang, đúng hay sai?","biển báo, làn đường"
train_0761,Trong video có xuất hiện biển báo hiệu lệnh không?,biển báo
train_0762,Ý nghĩa của vạch vàng kẻ ngang trong video là gì?,làn đường
train_0763,Trong video có xuất hiện biển báo cấm không?,biển báo
train_0764,Ý nghĩa của biển báo cấm trong video là g?,biển báo
train_0765,Có xuất hiện biển báo cấm trong video không?,biển báo
train_0766,Các biển báo trong video thuộc các nhóm biển báo nào?,biển báo
train_0767,Xe ô tô con trong video có được di chuyển ở làn trong cùng bên phải không?,"biển báo, làn đường"
train_0768,"Trong video làn đường bên phải cấm xe ô tô nói chung di chuyển vào, đúng hay sai?","biển báo, làn đường"
train_0769,Nội dung các biển báo cấm trong video là gì?,biển báo
train_0770,"Trong video này, theo biển báo phân làn hướng phương tiện đang di chuyển, làn đường ngoài cùng bên phải được sử dụng cho những loại phương tiện nào?","biển báo, làn đường"
train_0771,"Dựa vào biển báo trong video này, xe ô tô tải dưới 3.5T được phép di chuyển bao nhiêu làn?","biển báo, làn đường"
train_0772,"Dựa vào biển báo trong video này, xe ô tô con được phép di chuyển bao nhiêu làn?","biển báo, làn đường"
train_0773,"Trong video này, tốc độ tối đa cho phép đối với xe mô tô và xe gắn máy khi di chuyển ở làn đường ngoài cùng bên phải là bao nhiêu?","biển báo, làn đường"
train_0774,"Dựa vào biển báo trong video này, xe ô tô con được phép di chuyển bao nhiêu làn?","biển báo, làn đường"
train_0775,"Trong video này, biển báo ở phía bên phải cho biết quy định nào áp dụng cho xe khách trên đoạn đường này?","biển báo, làn đường"
train_0776,"Trong video, tuyến đường xe khách đang chạy có quy định cấm dừng đỗ trong khoảng thời gian từ 6 giờ sáng đến 10 giờ tối, đúng không?","biển báo, làn đường"
train_0777,Tốc độ tối đa trên đoạn đường trong video là bao nhiêu?,"biển báo, làn đường"
train_0778,"Trong video này, các biển báo nguy hiểm ở phía bên phải cảnh báo người lái xe về điều gì sắp xảy ra trên đường?","biển báo, làn đường"
train_0779,"Trong video này dựa theo biển báo bên phải đường thì các phương tiện được phép chạy tối đa 80km/h, đúng hay sai?","biển báo, làn đường"
train_0780,"Trong video này, dựa vào các chỉ dẫn giao thông bên đường, người lái xe cần đảm bảo tốc độ di chuyển không vượt quá giới hạn nào?","biển báo, làn đường"
train_0781,"Trong video này, dựa vào biển báo có bao nhiêu làn xe được phép rẽ trái?","biển báo, làn đường"
train_0782,"Trong video này, dựa vào biển báo có bao nhiêu làn xe được phép đi thẳng?","biển báo, làn đường"
train_0783,"Trong video, cấm xe ô tô tải <=2.5t trong những khung giờ nào?",biển báo
train_0784,"Trong video này, biển báo cấm xe tải 2.5T trong khung thời gian nào?",biển báo
train_0785,"Cách để đi đến Quỹ Tín dụng Nhân dân Đông Sài Gòn theo biển chỉ dẫn là rẽ phải 2.5 km, đúng hay sai?",biển báo
train_0786,Cách để đi đến Qũy Tín dụng Nhân dân Đông Sài Gòn theo biển chỉ dẫn là gì?,biển báo
train_0787,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0788,"Trong video, tốc độ tối đa cho phép là bao nhiêu?",biển báo
train_0789,"Trong video, xe con có được dừng xe ở đoạn đường đang đi không?",làn đường
train_0790,"Trong video, tốc độ tối đa được phép quy định là bao nhiêu?",biển báo
train_0791,Những loại xe nào được quy định phân làn trên chỉ dẫn xuất hiện trong video?,"biển báo, làn đường"
train_0792,Xe ô tô con đường phép di chuyển bao nhiêu làn?,"biển báo, làn đường"
train_0793,"Theo biển chỉ dẫn ở đèn giao thông, phương tiện được hướng dẫn đi theo hướng nào?","biển báo, đèn giao thông"
train_0794,"trong video, tại làn đường hiện tại xe máy có được phép đi thẳng khi đèn đỏ không?","biển báo, làn đường, đèn giao thông"
train_0795,"Biển giới hạn tốc độ được đề cập trong video là 40 km/h, đúng hay sai?",biển báo
train_0796,Biển giới hạn tốc độ đươc xuất hiện trong video là bao nhiêu?,biển báo
train_0797,"Trên làn đường xe đang chạy, xe ô tô khách giường nằm bị cấm trong khung giờ nào?","biển báo, làn đường"
train_0798,"Biển chỉ dẫn trong video hướng dẫn phương tiện về trạm xăng cách 450m, đúng hay sai?",biển báo
train_0799,Biển chỉ dẫn trong video hướng dẫn phương tiện điều gì?,biển báo
train_0800,"Theo biển chỉ dẫn, hướng đi đến cửa hàng cung cấp xăng dầu như thế nào?",biển báo
train_0801,"Theo biển chỉ dẫn trong video, nếu xe ở làn trong cùng bên phải thì được phép đi theo hướng nào?","biển báo, làn đường"
train_0802,"Trong video, làn xe ô tô đang di chuyển được phép đi theo hướng nào?","biển báo, làn đường"
train_0803,"Trong video, nếu đi thẳng theo làn đường hiện tại thì xe sẽ đến đường Nguyễn Cơ Thạch, phải không?",làn đường
train_0804,Hướng đi khu dân cư Văn Minh như thế nào?,biển báo
train_0805,Nếu đi thẳng theo làn đường hiện tại thì xe sẽ đến những địa điểm nào?,"biển báo, làn đường"
train_0806,"Trong video, có biển báo tốc độ tối đa cho phép 60km/h, đúng hay sai?",biển báo
train_0807,Trong video có những biển báo cấm nào?,biển báo
train_0808,"Trong video, có biển cảnh bảo nguy hiểm không?",biển báo
train_0809,"Trong video, bảng chỉ dẫn các hướng đi chính nào cho đoạn đường xe đang di chuyển?","biển báo, làn đường"
train_0810,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0811,Biển chỉ dẫn bao nhiêu hướng đi chính trong video?,biển báo
train_0812,"Trong video, biển cấm rẽ trái cho phương tiện xe mô tô, đúng hay sai?",biển báo
train_0813,"Trong video, có các biển tốc độ tối đa bao nhiêu?",biển báo
train_0814,"Trong video, đường Trần Não còn cách điểm chỉ dẫn 1,6km, đúng hay sai?","biển báo, làn đường"
train_0815,"Trong video, đường Võ Nguyên Giáp chỉ dẫn đi theo hướng nào?","biển báo, làn đường"
train_0816,Những biển báo nào xuất hiện trong video?,biển báo
train_0817,"Trong video, có bao nhiêu loại biển báo?",biển báo
train_0818,"Trong video, có biển báo cấm đỗ không?",biển báo
train_0819,"Trong video, bảng chỉ dẫn hướng đi thẳng cho điểm đến Quỹ tín dụng nhân dân Đông Sài Gòn, đúng hay sai?",biển báo
train_0820,"Trong video, có bao nhiêu loại biển báo?",biển báo
train_0821,Những biển báo nào xuất hiện trong video?,biển báo
train_0822,"Trong video, 2 cột biển báo bên phải là gì?",biển báo
train_0823,"Trong video, có biển cấm quay xe không?",biển báo
train_0824,"Trong video, biển báo phụ quy định loại phương tiện nào không được dừng đỗ trong khung giờ quy định?",biển báo
train_0825,"Trong video, có bao nhiêu loại biển báo?",biển báo
train_0826,"Trong video, có biển báo hiệu lệnh không?",biển báo
train_0827,Những biển báo nào xuất hiện trong video?,biển báo
train_0828,"Trong video, có biển báo hiệu lệnh không?",biển báo
train_0829,"Trong video, có bao nhiêu loại biển báo?",biển báo
train_0830,Những biển báo nào xuất hiện trong video?,biển báo
train_0831,"Trong video, có biển báo phụ không?",biển báo
train_0832,"Trong video, biển tam giác bên trái là gì?",biển báo
train_0833,"Trong video, quy định phương tiện nào cấm dừng đỗ trong thời gian từ 6:00 - 22:00?",biển báo
train_0834,"Trong video, 3 biển báo xuất hiện bên phải có ý nghĩa gì?",biển báo
train_0835,"Trong video, có biển hiệu lệnh không?",biển báo
train_0836,"Trong video, có biển hiệu lệnh không?",biển báo
train_0837,Những biển báo nào xuất hiện trong video?,biển báo
train_0838,"Trong video, biển báo tam giác phía trên là gì?",biển báo
train_0839,"Trong video, có những loại biển chỉ dẫn nào?",biển báo
train_0840,"Trong video, có biển cấm dừng đỗ không?",biển báo
train_0841,"Trong video, biển hiệu lệnh có bao nhiêu hướng đi chính?",biển báo
train_0842,"Trong video, bảng chỉ dẫn về đường hầm sông Sài Gòn đi theo hướng nào?","biển báo, làn đường"
train_0843,"Trong video, có thiết bị camera giám sát giao thông không?",Khác
train_0844,Trong video có xuất hiện biển cấm không?,biển báo
train_0845,Trên làn đường hiện tại xe có thể đi được những hướng nào khi đến nút giao?,"biển báo, làn đường"
train_0846,Đường hầm sông sài gòn đi theo hướng nào?,"biển báo, làn đường"
train_0847,"Trong video, bênh viện bệnh nhiệt đới đi theo hướng đi thẳng, phải không?",biển báo
train_0848,Biển báo nào sau đây không xuất hiện trong video?,biển báo
train_0849,Nếu khi đến nút giao ban đầu ô tô có thể đi thẳng vào làn đường đối diện được không?,"biển báo, làn đường"
train_0850,Tại nút giao xe có thể di chuyển theo các hướng nào?,biển báo
train_0851,Trong video có xuất hiện biển báo phụ không?,biển báo
train_0852,Xe ô tô có thể quay đầu trong khung giờ nào?,biển báo
train_0853,Biển báo bên phải có ý nghĩa gì?,biển báo
train_0854,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0855,Biển cấm rẽ phải trong video quy định cho đối tượng nào?,biển báo
train_0856,Những biển báo nào xuất hiện trong video?,biển báo
train_0857,Biển báo bên phải là gì?,biển báo
train_0858,"Trong video, biển báo tam giác là gì?",biển báo
train_0859,2 biển báo xuất hiện đầu tiên trong video có ý nghĩa gì?,biển báo
train_0860,Biển báo cấm xuất hiện trong video là biển báo gì?,biển báo
train_0861,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0862,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0863,Biển báo xanh hình người trắng và biển báo phụ bên dưới có ý nghĩa gì?,biển báo
train_0864,Biển báo đầu tiên bên phải là gì?,biển báo
train_0865,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0866,Biển báo cấm bên phải trong video có ý nghĩa gì?,biển báo
train_0867,Loại xe nào có quy định trong bảng phân chia làn?,"biển báo, làn đường"
train_0868,Bảng hiệu lệnh có bao nhiêu làn đường được phép rẽ trái?,"biển báo, làn đường"
train_0869,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0870,"Trong video, bảng chỉ dẫn bao nhiêu hướng chính?",biển báo
train_0871,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0872,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0873,Đi về cầu Him Lam theo hướng nào và còn cách bao xa so với biển báo?,biển báo
train_0874,Có những biển cấm nào xuất hiện trong video?,biển báo
train_0875,Khung giờ nào các phương tiện có thể dừng đỗ xe?,biển báo
train_0876,Loại biển cấm nào xuất hiện trong video?,biển báo
train_0877,Loại xe nào có quy định trong bảng phân chia làn?,"biển báo, làn đường"
train_0878,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0879,Biển tam giác trên cùng là gì?,biển báo
train_0880,Loại xe nào có quy định trong bảng chỉ dẫn?,biển báo
train_0881,Biển báo cấm và biển báo phụ bên phải là gì?,biển báo
train_0882,Biển cấm ô tô rẽ trái trong video áp dụng trong khung giờ nào sau đây?,biển báo
train_0883,Biển báo cấm nào xuất hiện đầu tiên trong video?,biển báo
train_0884,Những biển báo nào xuất hiện trong video?,biển báo
train_0885,"Trong video, biển báo cấm đầu tiên ở làn đường phương tiện đang nhập vào?","biển báo, làn đường"
train_0886,"Câu hỏi thêm: Trong video, có bao nhiêu biển báo cấm xuất hiện?",biển báo
train_0887,"Biển báo nào xuất hiện đầu tiên, ở phía trên trong video?",biển báo
train_0888,"Câu hỏi thêm: Trong video, có bao nhiêu biển báo cấm xuất hiện?",biển báo
train_0889,Biển báo nào xuất hiện phía trên trong video?,biển báo
train_0890,Biển báo nào xuất hiện đầu tiên trong video?,biển báo
train_0891,Biển báo nào xuất hiện thứ hai trong video?,biển báo
train_0892,Có bao nhiêu biển báo nguy hiểm xuất hiện trong video?,biển báo
train_0893,Biển báo nào xuất hiện đầu tiên trong video?,biển báo
train_0894,Biển báo nào xuất hiện phía dưới trong video?,biển báo
train_0895,Biển cấm các loại xe 3 bánh và xe thô sơ 4 bánh trong video áp dụng trong khung giờ nào?,biển báo
train_0896,"Trong video, có bao nhiêu biển báo ở làn đường phương tiện đang di chuyển?","biển báo, làn đường"
train_0897,Biển báo cấm nào xuất hiện đầu tiên trong video?,biển báo
train_0898,Có bao nhiêu biển báo xuất hiện trong video?,biển báo
train_0899,Biển báo nào xuất hiện trong video?,biển báo
train_0900,Có bao nhiêu biển báo xuất hiện trong video?,biển báo
train_0901,Biển báo nào xuất hiện trong video?,biển báo
train_0902,"Trong video, biển báo nào dưới đây xuất hiện trên đường?","biển báo, làn đường"
train_0903,"Trong video, biển chỉ dẫn xuất hiện trên đường giúp người lái xe thực hiện những điều nào sau đây?","biển báo, làn đường"
train_0904,"Trong video, biển báo nào dưới đây xuất hiện trên đường?","biển báo, làn đường"
train_0905,"Trong video, biển báo cấm xuất hiện có ý nghĩa gì đối với người lái xe?",biển báo
train_0906,Cụm biển báo ban đầu xuất hiện trong video có ý nghĩa gì?,biển báo
train_0907,"Trong video, loại biển báo xuất hiện ở làn đường bên phải bao gồm những loại nào sau đây?","biển báo, làn đường"
